year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,3,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",135.00,12.00,4.21,1.93,3.25,0.83,1.78,0.00,1.00,513.00,124.00,180.00,107.00,25.00,77.00
2022,3,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",79.00,10.00,4.03,0.76,2.05,0.00,3.16,0.00,0.00,896.00,294.00,231.00,53.00,0.00,318.00
2022,3,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",79.00,15.00,5.36,0.37,6.20,0.00,3.07,0.00,0.00,830.00,416.00,59.00,202.00,0.00,153.00
2022,3,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",147.00,12.00,3.92,1.00,2.63,0.00,4.45,0.00,0.00,533.00,140.00,75.00,139.00,0.00,179.00
2022,3,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",92.00,21.00,2.72,0.98,5.01,0.00,12.29,4.00,0.00,1506.00,177.00,72.00,239.00,0.00,1018.00
2022,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2985.00,468.00,117.44,24.84,125.14,0.00,200.59,0.00,5.00,42692.00,12970.00,3866.00,4751.00,0.00,21105.00
2022,3,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",140.00,26.00,11.53,0.88,10.13,0.00,3.46,0.00,0.00,1137.00,650.00,37.00,232.00,0.00,218.00
2022,3,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",58.00,2.00,0.74,0.00,0.26,0.00,1.00,0.00,0.00,110.00,70.00,0.00,25.00,0.00,15.00
2022,3,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",47.00,6.00,0.13,0.00,2.86,0.00,3.02,4.00,0.00,423.00,18.00,0.00,189.00,0.00,216.00
2022,3,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",90.00,14.00,2.77,1.57,2.81,0.00,6.85,0.00,0.00,676.00,108.00,90.00,100.00,0.00,378.00
2022,3,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.00,3.00,0.00,1.85,1.15,0.00,0.00,0.00,0.00,556.00,0.00,516.00,40.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",85.00,16.00,5.03,0.26,1.73,0.00,8.98,4.00,0.00,1335.00,527.00,11.00,136.00,0.00,661.00
2022,3,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",50.00,14.00,5.63,0.00,2.96,0.00,5.41,3.00,1.00,734.00,224.00,0.00,112.00,0.00,398.00
2022,3,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",24.00,4.00,2.28,0.00,1.15,0.00,0.57,0.00,0.00,292.00,231.00,0.00,28.00,0.00,33.00
2022,3,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",70.00,7.00,4.00,0.02,1.00,0.00,1.98,0.00,0.00,333.00,233.00,1.00,16.00,0.00,83.00
2022,3,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",131.00,17.00,3.33,0.70,9.45,0.00,3.52,2.00,0.00,1035.00,254.00,54.00,303.00,0.00,424.00
2022,3,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",215.00,34.00,11.22,0.05,11.44,0.00,11.30,0.00,2.00,2928.00,1566.00,2.00,500.00,0.00,860.00
2022,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62.00,7.00,3.47,0.55,1.35,0.00,1.62,0.00,0.00,1113.00,227.00,427.00,46.00,0.00,413.00
2022,3,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",46.00,8.00,2.92,0.00,4.08,0.00,1.00,0.00,1.00,269.00,113.00,0.00,84.00,0.00,72.00
2022,3,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",169.00,30.00,7.60,1.32,13.96,0.00,7.12,10.00,0.00,2553.00,464.00,525.00,1058.00,0.00,506.00
2022,3,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",262.00,38.00,12.76,0.72,13.83,0.00,10.69,7.00,1.00,4102.00,1732.00,52.00,766.00,0.00,1552.00
2022,3,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",93.00,13.00,1.01,1.82,5.74,0.00,4.43,0.00,0.00,1382.00,57.00,90.00,903.00,0.00,332.00
2022,3,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",68.00,12.00,3.38,1.29,3.41,0.00,3.92,1.00,0.00,729.00,169.00,58.00,208.00,0.00,294.00
2022,3,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",91.00,13.00,5.19,0.00,3.32,0.00,4.49,0.00,1.00,1192.00,375.00,0.00,158.00,0.00,659.00
2022,3,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",174.00,40.00,16.08,0.00,15.51,0.00,8.42,5.00,3.00,2703.00,957.00,0.00,1320.00,0.00,426.00
2022,3,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",176.00,32.00,5.80,1.15,17.52,0.00,7.53,4.00,0.00,1938.00,514.00,107.00,604.00,0.00,713.00
2022,3,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",120.00,17.00,8.14,0.00,5.33,0.54,2.99,0.00,0.00,979.00,583.00,0.00,196.00,50.00,150.00
2022,3,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",289.00,46.00,13.97,2.20,17.42,0.00,12.41,11.00,0.00,3642.00,832.00,807.00,980.00,0.00,1023.00
2022,3,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",255.00,48.00,13.60,1.68,16.66,0.00,16.06,9.00,1.00,3412.00,808.00,197.00,986.00,0.00,1421.00
2022,3,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",55.00,6.00,2.09,0.00,2.26,0.00,1.66,0.00,0.00,193.00,61.00,0.00,65.00,0.00,67.00
2022,3,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",79.00,10.00,4.15,0.00,0.54,0.00,5.31,0.00,0.00,717.00,301.00,0.00,14.00,0.00,402.00
2022,3,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",79.00,10.00,5.42,0.00,1.24,0.00,3.34,0.00,0.00,1043.00,591.00,0.00,54.00,0.00,398.00
2022,3,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",597.00,101.00,27.53,0.27,34.46,0.00,38.73,7.00,1.00,9188.00,4434.00,39.00,1485.00,0.00,3230.00
2022,3,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",93.00,15.00,7.26,0.00,5.96,0.00,1.78,0.00,0.00,533.00,292.00,0.00,168.00,0.00,73.00
2022,3,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",72.00,6.00,4.22,0.00,1.45,0.00,0.33,0.00,0.00,664.00,619.00,0.00,38.00,0.00,7.00
2022,3,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",175.00,33.00,6.97,0.00,17.83,0.00,8.20,2.00,0.00,2568.00,808.00,0.00,1273.00,0.00,487.00
2022,3,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",79.00,14.00,7.99,0.96,0.20,0.00,4.84,0.00,0.00,1243.00,356.00,353.00,28.00,0.00,506.00
2022,3,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",67.00,22.00,9.14,0.57,8.26,0.00,4.02,0.00,0.00,1242.00,712.00,27.00,325.00,0.00,178.00
2022,3,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",190.00,23.00,6.79,0.00,9.37,0.00,6.84,0.00,0.00,1079.00,271.00,0.00,345.00,0.00,463.00
2022,3,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1760.00,215.00,54.37,5.72,70.25,0.00,84.65,8.00,0.00,18146.00,5449.00,1311.00,2769.00,0.00,8617.00
2022,3,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",81.00,13.00,6.44,0.00,4.01,0.00,2.55,0.00,2.00,665.00,421.00,0.00,176.00,0.00,68.00
2022,3,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",205.00,50.00,8.37,0.00,37.13,0.00,4.50,1.00,0.00,3216.00,556.00,0.00,2280.00,0.00,380.00
2022,3,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.00,12.00,2.83,1.33,7.83,0.00,0.00,0.00,0.00,728.00,234.00,66.00,428.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",79.00,12.00,4.88,0.54,3.82,0.00,2.76,0.00,0.00,485.00,186.00,35.00,106.00,0.00,158.00
2022,3,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",55.00,13.00,6.40,0.00,5.20,0.00,1.40,0.00,0.00,576.00,281.00,0.00,153.00,0.00,142.00
2022,3,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",79.00,10.00,4.84,0.00,2.73,0.00,2.43,0.00,1.00,444.00,247.00,0.00,88.00,0.00,109.00
2022,3,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",27.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,221.00,0.00,0.00,221.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",79.00,13.00,3.52,0.00,6.49,0.00,3.00,0.00,0.00,522.00,261.00,0.00,175.00,0.00,86.00
2022,3,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",150.00,30.00,9.01,0.00,11.70,0.00,9.29,0.00,0.00,1184.00,355.00,0.00,335.00,0.00,494.00
2022,3,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",81.00,17.00,3.66,0.00,7.66,0.00,5.68,4.00,0.00,1585.00,543.00,0.00,455.00,0.00,587.00
2022,3,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",120.00,19.00,4.62,0.38,5.89,0.00,8.11,4.00,0.00,1647.00,372.00,49.00,409.00,0.00,817.00
2022,3,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",121.00,23.00,6.09,2.39,7.32,0.00,7.20,4.00,0.00,3238.00,322.00,1588.00,260.00,0.00,1068.00
2022,3,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",89.00,11.00,5.69,1.64,1.57,0.00,2.10,0.00,1.00,767.00,347.00,226.00,55.00,0.00,139.00
2022,3,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",119.00,13.00,4.18,3.00,4.00,0.00,1.81,0.00,3.00,1829.00,376.00,169.00,313.00,0.00,971.00
2022,3,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",17.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",117.00,27.00,5.35,0.00,7.99,0.00,13.66,3.00,0.00,1857.00,497.00,0.00,315.00,0.00,1045.00
2022,3,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",142.00,23.00,4.43,1.00,12.70,0.00,4.87,1.00,0.00,2082.00,188.00,39.00,1374.00,0.00,481.00
2022,3,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31.00,4.00,0.00,0.73,2.13,0.00,1.14,0.00,0.00,121.00,0.00,41.00,38.00,0.00,42.00
2022,3,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1583.00,205.00,55.58,2.15,83.17,0.00,64.10,10.00,1.00,13826.00,5550.00,91.00,3914.00,0.00,4271.00
2022,3,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",84.00,7.00,4.79,0.00,1.81,0.00,0.40,0.00,0.00,775.00,715.00,0.00,48.00,0.00,12.00
2022,3,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",159.00,28.00,10.95,1.61,8.31,0.00,7.13,0.00,0.00,1192.00,520.00,129.00,269.00,0.00,274.00
2022,3,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",79.00,9.00,3.00,1.00,3.11,0.00,1.89,0.00,0.00,431.00,95.00,91.00,96.00,0.00,149.00
2022,3,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3039.00,617.00,80.83,27.11,343.70,1.00,164.36,152.00,26.00,48995.00,8666.00,3055.00,24304.00,39.00,12931.00
2022,3,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62.00,2.00,0.28,0.00,0.14,0.00,1.58,0.00,0.00,71.00,14.00,0.00,3.00,0.00,54.00
2022,3,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",22.00,7.00,2.22,0.00,2.95,0.00,1.83,1.00,0.00,253.00,66.00,0.00,98.00,0.00,89.00
2022,3,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",182.00,19.00,5.25,0.00,8.15,0.00,5.60,1.00,0.00,950.00,332.00,0.00,251.00,0.00,367.00
2022,3,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",57.00,12.00,2.80,1.58,1.96,0.00,5.66,4.00,0.00,806.00,107.00,179.00,178.00,0.00,342.00
2022,3,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",120.00,23.00,6.49,2.01,6.31,0.00,8.19,0.00,2.00,2014.00,236.00,176.00,254.00,0.00,1348.00
2022,3,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",145.00,37.00,11.36,2.67,11.26,0.00,11.71,2.00,0.00,3868.00,1429.00,359.00,732.00,0.00,1348.00
2022,3,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",120.00,18.00,6.51,0.00,9.17,0.00,2.32,0.00,0.00,838.00,360.00,0.00,302.00,0.00,176.00
2022,3,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",79.00,12.00,5.51,0.45,1.82,0.00,4.22,0.00,0.00,773.00,260.00,44.00,96.00,0.00,373.00
2022,3,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",74.00,19.00,4.66,2.00,7.75,0.00,4.60,0.00,1.00,944.00,177.00,250.00,240.00,0.00,277.00
2022,3,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",22.00,4.00,0.75,0.00,3.25,0.00,0.00,0.00,1.00,122.00,26.00,0.00,96.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",81.00,16.00,2.52,1.00,6.35,0.00,6.13,6.00,0.00,1211.00,228.00,45.00,470.00,0.00,468.00
2022,3,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",911.00,142.00,34.50,4.79,45.54,0.00,57.18,0.00,0.00,8458.00,3194.00,249.00,1651.00,0.00,3364.00
2022,3,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",59.00,12.00,1.28,0.00,5.19,0.00,5.53,3.00,0.00,651.00,79.00,0.00,163.00,0.00,409.00
2022,3,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",84.00,12.00,3.35,0.71,1.83,0.00,6.11,0.00,0.00,746.00,268.00,52.00,90.00,0.00,336.00
2022,3,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",65.00,9.00,2.77,0.00,3.43,0.86,1.93,0.00,1.00,633.00,116.00,0.00,259.00,38.00,220.00
2022,3,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",232.00,48.00,5.42,1.35,21.79,0.00,19.43,11.00,0.00,2612.00,350.00,84.00,1017.00,0.00,1161.00
2022,3,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27.00,5.00,2.15,1.00,1.43,0.00,0.42,0.00,0.00,192.00,76.00,66.00,34.00,0.00,16.00
2022,3,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",218.00,31.00,8.82,0.79,12.24,0.00,9.15,6.00,0.00,1465.00,304.00,48.00,439.00,0.00,674.00
2022,3,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",83.00,22.00,5.27,0.33,2.16,0.00,14.24,4.00,0.00,1966.00,329.00,55.00,83.00,0.00,1499.00
2022,3,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",110.00,18.00,3.46,0.00,7.33,0.00,7.20,8.00,0.00,1122.00,198.00,0.00,368.00,0.00,556.00
2022,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",391.00,67.00,10.86,3.32,22.56,0.00,30.26,4.00,0.00,4251.00,892.00,169.00,976.00,0.00,2214.00
2022,3,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",329.00,59.00,11.71,2.82,24.85,0.53,19.09,7.00,0.00,4514.00,1154.00,450.00,1167.00,29.00,1714.00
2022,3,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",62.00,5.00,1.68,1.81,1.47,0.00,0.04,0.00,2.00,220.00,44.00,142.00,29.00,0.00,5.00
2022,3,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",204.00,33.00,8.88,1.23,13.14,0.00,9.75,4.00,0.00,2363.00,503.00,126.00,705.00,0.00,1029.00
2022,3,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",37.00,8.00,4.81,0.00,3.04,0.00,0.15,0.00,0.00,505.00,386.00,0.00,103.00,0.00,16.00
2022,3,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",166.00,44.00,8.56,0.12,24.15,0.00,11.17,4.00,0.00,2401.00,452.00,17.00,1216.00,0.00,716.00
2022,3,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",79.00,7.00,4.79,0.00,2.21,0.00,0.00,0.00,1.00,399.00,346.00,0.00,53.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",30.00,9.00,4.31,0.00,3.98,0.00,0.71,0.00,0.00,563.00,297.00,0.00,191.00,0.00,75.00
2022,3,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",62.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,72.00,35.00,0.00,37.00,0.00,0.00
2022,3,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",110.00,20.00,5.52,0.00,9.70,0.00,4.78,0.00,2.00,1050.00,296.00,0.00,303.00,0.00,451.00
2022,3,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",141.00,29.00,8.43,0.26,11.81,0.00,8.50,6.00,0.00,2458.00,607.00,38.00,503.00,0.00,1310.00
2022,3,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",164.00,30.00,5.41,0.69,12.74,0.00,11.16,8.00,0.00,2125.00,307.00,51.00,1079.00,0.00,688.00
2022,3,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",141.00,22.00,7.20,1.82,5.30,0.00,7.69,0.00,0.00,801.00,270.00,52.00,150.00,0.00,329.00
2022,3,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",96.00,11.00,3.17,0.00,3.61,0.00,4.22,0.00,0.00,507.00,202.00,0.00,89.00,0.00,216.00
2022,3,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",218.00,38.00,9.66,1.87,12.83,0.00,13.64,2.00,0.00,1869.00,625.00,125.00,363.00,0.00,756.00
2022,3,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",79.00,18.00,5.44,7.78,1.57,0.00,3.20,0.00,0.00,7174.00,393.00,6071.00,209.00,0.00,501.00
2022,3,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",133.00,23.00,8.09,3.64,9.01,0.00,2.26,0.00,0.00,1289.00,566.00,202.00,245.00,0.00,276.00
2022,3,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",241.00,47.00,23.27,2.24,8.06,0.00,13.43,2.00,0.00,2422.00,1230.00,112.00,174.00,0.00,906.00
2022,3,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",54.00,9.00,6.42,0.00,1.00,0.00,1.58,0.00,1.00,271.00,201.00,0.00,16.00,0.00,54.00
2022,3,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",680.00,137.00,52.11,1.63,42.49,0.47,40.31,4.00,4.00,7228.00,2773.00,103.00,1411.00,8.00,2933.00
2022,3,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1269.00,331.00,96.46,7.65,139.28,0.42,87.20,18.00,3.00,19145.00,5927.00,1446.00,5723.00,22.00,6027.00
2022,3,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",62.00,11.00,6.80,0.54,0.82,0.00,2.84,0.00,1.00,684.00,360.00,81.00,37.00,0.00,206.00
2022,3,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",240.00,41.00,18.31,2.12,9.08,0.04,11.46,2.00,1.00,2221.00,1011.00,163.00,388.00,4.00,655.00
2022,3,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",62.00,19.00,5.33,3.69,3.10,0.00,6.88,2.00,0.00,1160.00,368.00,309.00,121.00,0.00,362.00
2022,3,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",599.00,105.00,43.93,1.05,19.52,1.66,38.83,10.00,2.00,6924.00,3068.00,73.00,955.00,59.00,2769.00
2022,3,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1831.00,278.00,110.78,6.49,57.11,1.00,102.62,21.00,1.00,14557.00,5922.00,445.00,1741.00,21.00,6428.00
2022,3,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",83.00,16.00,7.11,1.39,2.53,0.00,4.97,1.00,0.00,767.00,280.00,146.00,129.00,0.00,212.00
2022,3,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",89.00,19.00,5.96,2.51,4.49,0.00,6.04,0.00,0.00,705.00,175.00,151.00,109.00,0.00,270.00
2022,3,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",246.00,41.00,23.59,1.47,9.43,0.00,6.51,2.00,1.00,1712.00,989.00,71.00,353.00,0.00,299.00
2022,3,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",64.00,9.00,5.04,0.00,2.00,0.00,1.96,0.00,0.00,311.00,162.00,0.00,42.00,0.00,107.00
2022,3,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",172.00,34.00,14.55,0.35,6.86,0.00,12.24,0.00,0.00,1803.00,638.00,28.00,276.00,0.00,861.00
2022,3,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",236.00,47.00,16.45,0.01,15.89,0.00,14.65,2.00,0.00,2533.00,1018.00,2.00,397.00,0.00,1116.00
2022,3,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7948.00,1165.00,392.02,26.63,304.28,6.10,435.96,46.00,10.00,93445.00,43480.00,2211.00,11588.00,343.00,35823.00
2022,3,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",188.00,23.00,8.62,0.43,5.30,0.00,8.66,1.00,0.00,1072.00,350.00,36.00,170.00,0.00,516.00
2022,3,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",62.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,1.00,207.00,140.00,0.00,0.00,0.00,67.00
2022,3,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",136.00,27.00,10.30,0.00,6.46,0.00,10.24,0.00,0.00,1344.00,478.00,0.00,220.00,0.00,646.00
2022,3,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2139.00,455.00,126.04,12.58,161.95,1.23,153.20,57.00,7.00,29417.00,8670.00,1271.00,6655.00,41.00,12780.00
2022,3,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",742.00,106.00,54.61,2.71,16.98,0.00,31.71,2.00,0.00,5878.00,3268.00,119.00,507.00,0.00,1984.00
2022,3,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11420.00,1817.00,513.83,46.02,635.78,4.88,616.49,173.00,53.00,152207.00,64390.00,3642.00,27812.00,193.00,56170.00
2022,3,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",182.00,35.00,12.18,1.05,7.29,0.02,14.46,1.00,1.00,2066.00,613.00,91.00,333.00,2.00,1027.00
2022,3,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",352.00,66.00,27.82,0.01,13.02,0.00,25.15,4.00,0.00,3709.00,1712.00,1.00,367.00,0.00,1629.00
2022,3,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",188.00,38.00,9.84,0.89,21.06,0.00,6.22,2.00,0.00,2300.00,476.00,104.00,828.00,0.00,892.00
2022,3,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",103.00,22.00,10.87,1.20,3.46,0.00,6.47,2.00,0.00,2132.00,846.00,63.00,190.00,0.00,1033.00
